"","Chromosome","Start","End","Nclone","Array.24","Array.22","Array.146","Array.62","Array.118","Array.154","Array.112","Array.69","Array.90","Array.99","Array.57","Array.114","Array.5","Array.113","Array.25","Array.102","Array.159","Array.88","Array.50","Array.153","Array.38","Array.104","Array.145","Array.31","Array.135","Array.111","Array.71","Array.47","Array.107","Array.64","Array.30","Array.93"
"703",5,166676986,169967887,316,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1,1,1,0,0,-1,0,1,0,-1,-1,-1,-1,0,0
"704",5,169983718,171644531,159,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1,1,1,0,0,-1,0,1,0,-1,-1,-1,0,0,0
"705",5,171653443,173359849,145,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,-1,0,0,0
"706",5,173368856,173702519,22,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0
"707",5,173739318,175537148,103,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0
"708",5,175563657,175907334,40,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0
"709",5,175923647,177416642,167,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0
"710",5,177429941,178551058,140,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0
"711",5,178560621,179290850,85,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,-1,0,1,0,-1,-1,0,0,0,0
"712",5,179309126,179400068,16,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,-1,0,1,0,-1,-1,0,0,0,0
"713",5,179411268,180184269,88,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,-1,0,1,0,-1,-1,0,0,0,0
"714",5,180342860,180362342,4,-1,0,0,0,0,1,0,-1,0,1,0,0,-1,0,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,1,0,0
"715",5,180379352,180644810,41,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,-1,0,1,0,-1,-1,0,0,0,0
"716",6,5839,85465,12,-1,-1,0,1,0,0,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,1
"717",6,92884,125392,9,-1,-1,0,1,0,0,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,1,-1,0,0,0,1,1
"718",6,126550,142586,3,-1,-1,0,1,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,1,-1,0,0,0,1,1
"719",6,146738,154410,3,-1,-1,0,1,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,-1,0,1,0,-1,0,0,1,1,1,-1,0,0,0,1,1
"720",6,204528,238441,4,-1,1,-1,-1,0,1,0,1,-1,1,-1,1,0,-1,0,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1
"721",6,252939,284743,4,-1,1,-1,-1,0,1,0,1,-1,1,-1,1,0,-1,0,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1
"722",6,295212,314420,3,-1,1,0,1,0,1,0,1,-1,1,-1,1,0,-1,0,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1
"723",6,315257,320890,2,-1,1,0,1,0,1,0,-1,-1,1,1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1
"724",6,334423,600935,34,-1,1,0,1,0,1,0,-1,-1,0,1,0,0,-1,-1,-1,0,1,1,0,-1,0,-1,1,1,1,0,-1,1,0,1,1
"725",6,611289,618999,3,-1,1,0,1,0,1,0,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,1,0,-1,0,-1,1,1,1,0,-1,1,0,1,1
"726",6,623776,634345,6,-1,1,0,1,0,-1,0,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,1,1,1,0,-1,1,0,1,1
"727",6,655129,1291357,69,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,0,-1,0,-1,1,1,1,0,1,1,0,1,1
"728",6,1292057,1353261,10,0,1,0,1,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,0,-1,0,-1,1,0,1,0,1,0,0,1,1
"729",6,1358498,1359129,2,0,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,1,1,0,-1,0,-1,1,0,1,0,1,0,0,1,1
"730",6,1361599,1435871,5,0,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,-1,1,1,0,-1,0,-1,1,0,1,0,1,0,0,1,1
"731",6,1436117,1512043,22,-1,-1,0,1,0,-1,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,0,1,0,1,-1,0,1,0,1,1
"732",6,1535319,2846224,137,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,0
"733",6,2851182,4639919,182,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,0,1,1,1,0,1,1,1,1,2
"734",6,4651403,4923955,32,1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,0,1,1,1,0,1,1,1,1,2
"735",6,4933188,6340443,138,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,2
"736",6,6356121,7863271,125,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,2
"737",6,7879466,9392103,69,-1,1,0,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,2
"738",6,9450338,11338185,188,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,1
"739",6,11346965,12462252,89,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,1
"740",6,12512986,14535258,172,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,-1,0,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1
"741",6,14553443,16323782,102,0,1,0,1,0,1,-1,-1,0,0,1,0,1,-1,0,-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1
"742",6,16343597,18497312,196,0,1,0,1,0,1,-1,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,-1,1,1,1,0,0,1,1,1,1
"743",6,18502918,18536678,5,0,1,0,1,0,1,-1,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1
"744",6,18550170,19001738,26,0,1,0,1,1,1,-1,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1
"745",6,19049822,20716660,98,0,1,0,1,1,1,0,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1
"746",6,20726739,22048197,107,0,1,0,1,1,1,0,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1
"747",6,22060377,24236375,102,0,1,0,1,1,1,0,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1
"748",6,24244934,26055528,200,0,1,0,1,1,1,0,-1,0,0,1,0,1,-1,0,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,0,1,1
"749",6,26071233,26265245,39,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,1,0,1,1,1,-1,0,0,1,1,1,0,0,1,0,1,1
"750",6,26270597,27455236,127,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,1,0,1,1,1,-1,0,0,1,1,1,0,0,1,0,1,1
"751",6,27464061,28756233,160,0,1,0,1,0,1,0,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
"752",6,28803010,29931073,138,0,1,0,-1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
"753",6,29939288,29950805,2,0,1,0,-1,0,1,1,-1,0,0,1,1,1,-1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
"754",6,29962849,30010234,6,0,1,0,-1,0,1,1,-1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,-1,-1,1,0,1,0
"755",6,30021894,30031367,3,0,1,0,-1,0,1,1,-1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
"756",6,30040917,30081128,8,0,1,0,-1,0,1,1,-1,0,0,1,1,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
"757",6,30100446,31385778,183,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"758",6,31395330,31558079,18,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"759",6,31564655,32119501,113,0,1,0,1,0,1,1,0,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"760",6,32123032,32519935,60,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"761",6,32586131,32600962,3,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1
"762",6,32605300,32629848,2,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1
"763",6,32634044,32660090,3,-1,0,0,1,0,0,1,-1,0,0,1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,1,-1,0,1,0,0,1
"764",6,32672983,32702995,4,0,0,0,1,0,0,1,-1,0,0,1,0,-1,-1,0,0,0,0,0,1,-1,0,0,1,1,1,0,0,1,0,0,1
"765",6,32718991,32728487,3,0,0,0,1,0,0,1,1,0,0,-1,0,-1,-1,0,0,0,0,-1,1,-1,0,0,1,1,2,0,0,1,0,1,1
"766",6,32732764,32738443,2,0,1,0,1,0,1,1,1,1,0,-1,0,0,-1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"767",6,32766023,32821094,7,0,1,0,1,0,1,1,-1,1,0,1,0,0,-1,0,1,0,0,1,1,0,-1,0,1,1,1,0,0,1,0,0,1
"768",6,32831879,35335888,300,0,1,0,1,0,1,1,-1,0,0,1,0,0,-1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
"769",6,35344147,37360148,252,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"770",6,37375174,39260751,191,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"771",6,39271467,39767959,58,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"772",6,39777677,40701218,70,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"773",6,40747924,42826227,225,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0,1
"774",6,42836838,44732805,236,0,1,0,1,0,1,1,-1,0,0,1,0,1,-1,-1,1,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,1
"775",6,44758471,45096253,28,0,1,0,0,0,1,1,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,1,1,1,0,-1,1,0,0,1
"776",6,45107837,47047807,190,0,1,0,2,1,1,1,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,1,1,1,0,-1,1,0,0,1
"777",6,47058985,49231488,137,0,1,0,2,1,1,1,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"778",6,49256992,50627364,103,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"779",6,50659323,50928750,22,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"780",6,50933781,52204787,101,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"781",6,52211708,53295979,111,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"782",6,53306500,55847962,196,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"783",6,55859081,57298746,133,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
"784",6,57313842,57468298,17,0,0,0,1,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,1,1,0,0,0,1,1,1,0,-1,1,0,0,1
"785",6,57477427,57636798,17,0,0,0,1,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,1,1,0,0,-1,1,1,1,0,-1,1,0,0,1
"786",6,57648021,58019711,13,0,1,0,1,0,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,1,1,0,0,0,1,1,1,0,-1,1,0,0,1
"787",6,58122432,58656267,16,0,1,0,1,0,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,1,1,1,0,-1,1,0,0,1
"788",6,58721961,58788688,3,0,1,0,1,0,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,1,1,1,0,-1,1,0,0,1
"789",6,62077839,62654445,30,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,0,1,1,0,0,0,1,1,1,-1,-1,1,0,0,1
"790",6,62663640,63048821,42,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,0,1,1,1,-1,-1,1,0,0,1
"791",6,63057692,64614816,75,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,0,1,1,1,-1,-1,1,0,0,1
"792",6,64633346,64705894,4,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,0,1,1,1,-1,-1,1,0,0,1
"793",6,64750730,65951879,46,0,1,0,2,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,0,1,1,1,-1,-1,1,0,0,1
"794",6,65983562,66231264,23,0,1,0,0,1,2,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,-1,-1,1,0,0,1
"795",6,66247043,66553014,25,0,1,0,0,1,1,0,-1,0,0,1,0,0,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,1,-1,1,0,0,1
"796",6,66559986,66839246,16,0,1,0,0,1,1,0,-1,0,0,1,0,1,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"797",6,66872400,66895777,2,-1,1,0,2,1,1,0,-1,0,0,1,0,1,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"798",6,66949287,67633130,21,-1,1,0,2,1,1,0,-1,0,0,1,0,1,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"799",6,67665685,68602261,26,-1,1,0,2,1,1,0,-1,0,0,1,0,1,-1,-1,1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"800",6,68631929,69110566,20,-1,1,0,2,1,1,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"801",6,69133049,69809498,54,-1,1,0,2,1,0,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"802",6,69820589,70731852,80,-1,1,0,2,1,0,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,1,1,0,-1,0,0,0,1
"803",6,70738275,72163725,136,-1,-1,0,2,1,0,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,1,1,1,-1,0,0,0,1
"804",6,72170740,73920835,160,-1,-1,0,1,1,1,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,1,1,1,-1,0,1,0,1
"805",6,73930795,74768342,83,-1,-1,0,1,1,0,0,-1,0,0,1,0,1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,1,-1,0,1,1,1
"806",6,74827202,75616671,51,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,1,-1,0,1,1,1
"807",6,75632175,75961320,21,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,0,-1,0,1,1,1
"808",6,75968174,77079694,103,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,0,-1,0,1,1,1
"809",6,77126953,77532707,15,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,-1,-1,0,1,1,1
"810",6,77558013,78882312,61,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,1
"811",6,78930885,78983276,2,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,1
"812",6,79035891,79079988,3,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,0
"813",6,79101978,79133892,2,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,0
"814",6,79161515,80141390,60,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,1
"815",6,80170446,80661257,33,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,2,-1,0,1,1,1
"816",6,80681800,81065819,39,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,-1,-1,0,1,1,1
"817",6,81088018,85574506,296,-1,-1,0,0,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,-1,-1,0,1,1,1
"818",6,85623360,89090699,226,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,0,-1,0,-1,1,0,0,0,0,1,1,1,-1,-1,0,1,1,1
"819",6,89106148,90015649,77,-1,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,0,-1,0,1,1,0,0,0,0,1,1,1,-1,0,0,1,1,1
"820",6,90034143,91964331,149,-1,-1,0,0,1,0,0,-1,0,0,1,0,-1,-1,0,-1,0,-1,1,0,0,0,0,1,1,1,-1,0,0,1,1,1
"821",6,92035339,94502615,100,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,0,-1,1,0,0,0,0,1,1,1,2,0,0,1,1,1
"822",6,94517742,97817899,167,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,0,-1,1,0,-1,0,0,1,1,1,-1,0,0,1,1,1
"823",6,97827305,98245127,29,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,0,-1,1,0,-1,0,0,1,1,1,2,0,0,1,1,1
"824",6,98260964,101072587,165,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,1,1,1,-1,0,0,1,1,1
"825",6,101081707,101714451,47,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,1,1,1,-1,0,0,1,1,1
"826",6,101760344,102800128,90,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,1,1,1,-1,0,1,1,1,1
"827",6,102825672,106012872,146,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"828",6,106034811,106363651,12,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"829",6,106401543,108269233,154,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"830",6,108294479,109435745,105,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"831",6,109441576,110404222,102,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"832",6,110408187,110448454,6,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"833",6,110490286,110621141,12,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,2,0,1,1,1,1
"834",6,110630205,111025278,36,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,0,0,1,1,1,1
"835",6,111038086,111980766,105,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,2,1,2,2,0,1,1,1,1
"836",6,111990899,112201862,24,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,1,2,2,0,1,1,1,1
"837",6,112208462,113294566,76,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"838",6,113313043,113625048,12,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,2,-1,0,1,1,1,1
"839",6,113685697,115481584,86,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,1,1,1,1
"840",6,115539064,119256600,285,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,1,1,1,1
"841",6,119263604,122326220,164,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,1,1,1,1
"842",6,122354776,122673457,8,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,1,1,1,1
"843",6,122710361,123097090,43,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,1,1,1,1
"844",6,123114345,125128655,184,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,1,-1,-1,1,-1,-1,0,1,1,1,2,-1,0,0,1,1,1
"845",6,125139481,126167412,78,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,1,1,-1,-1,2,-1,-1,0,0,1,1,0,-1,0,0,1,1,1
"846",6,126178515,126234252,7,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,-1,0,0,1,1,1
"847",6,126241146,127397419,84,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,-1,0,0,1,1,1
"848",6,127419048,128608361,120,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"849",6,128614174,131296266,224,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"850",6,131304839,132036965,59,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"851",6,132048194,133414796,125,-1,-1,0,0,0,1,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"852",6,133447975,135173194,145,-1,-1,0,0,0,2,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"853",6,135204537,135259324,3,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"854",6,135272442,135280233,2,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"855",6,135286400,135498058,20,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,1,1
"856",6,135520431,136095714,50,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,1,0,0,1,1,1
"857",6,136159988,136555576,40,-1,-1,0,0,0,2,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,-1,0,1,1,1
"858",6,136561135,136680507,15,-1,-1,0,0,0,2,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,-1,0,1,1,1
"859",6,136687816,137521284,86,-1,-1,0,0,0,2,-1,-1,0,0,1,-1,1,-1,0,-1,-1,0,1,-1,-1,0,0,1,0,0,0,-1,0,1,1,1
"860",6,137534872,137928470,23,-1,-1,0,0,0,2,-1,-1,0,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,0,1,1,1
